especie_id,nom_ctf,desc_eng,nom_eng,desc_cat,desc_cas,nom_cat,_id,nom_cas
2172,Celtis sinensis,"This is a deciduous tree with a round crown. It is native to China, Korea and Japan. It blossoms at the beginning of spring, with small, individual greenish-yellow flowers. It produces globular orange berries that ripen in the autumn and are edible. It is a relatively slow-growing tree, a characteristic that makes it ideal for planting in streets and squares.",Chinese hackberry,"És un arbre caducifoli, de capçada arrodonida. Originari de la Xina, Corea i el Japó. Floreix al principi de la primavera, amb petites flors individuals de color groc verdós. Els fruits són baies globoses, comestibles i de color taronja, que maduren a la tardor. És un arbre de creixement relativament lent, una característica que el fa molt adient per a arbrat de carrer i places.","Es un árbol caducifolio, de copa redondeada. Originario de China, Corea y Japón. Florece al principio de la primavera, con pequeñas flores individuales de color amarillo verdoso. Los frutos son bayas globosas, comestibles y de color naranja, que maduran en otoño. Es un árbol de crecimiento relativamente lento, una característica que lo hace muy adecuado para arbolado de calle y plaza.",Lledoner de la Xina,25,Almez de China
1281,Cupressus sempervirens f. horizontalis,"This is an evergreen tree with a columnar crown, native to the Mediterranean region. It has dark-green aromatic leaves. It flowers at the end of winter, with yellow male cones and green-grey female cones. Its fruit are dark-brown globular cones that start to ripen in the autumn of the second year.  In Barcelona, it is planted in rows, including streets, paths and roadways, as solitary trees in parks, gardens, squares and cloisters, and in groups for hedges, cut back to various heights, and as windbreaks. In particular, you can find the 'Stricta' cultivar, with a narrow crown, and in some parks horizontalis, with extended branches.",Mediterranean cypress  'Horizontalis',"Conífera perennifòlia, de capçada columnar, originària de l'est de la regió mediterrània. Les fulles són de color verd fosc i aromàtiques. Floreix al final de l'hivern, amb cons masculins de color groc i femenins de color gris verdós. Els fruits són estròbils globosos de color marró fosc que comencen a madurar a la tardor del segon any.  A Barcelona s'utilitza en alineacions, incloses les de carrers, camins i carreteres, com a exemplars aïllats en parcs, jardins, places i claustres, en grups, en tanques vegetals retallades de diverses alçàries i com a tallavent. Podem trobar, sobretot, la cultivar 'Stricta', de capçada estreta, i en alguns parcs la forma horizontalis, de branques esteses.","Conífera perennifolia, de copa columnar, originaria del este de la región mediterránea. Las hojas son de color verde oscuro y aromáticas. Florece al final del invierno, con conos masculinos de color amarillo y femeninos de color gris verdoso. Los frutos son estróbilos globosos de color marrón oscuro que empiezan a madurar en otoño del segundo año.  En Barcelona se utiliza en alineaciones, incluidas las de calles, caminos y carreteras, como ejemplares aislados en parques, jardines, plazas y claustros, en grupos, en setos vegetales recortados de varias alturas y como cortavientos. Podemos encontrar, sobre todo, el cultivar 'Stricta', de copa estrecha, y en algunos parques la forma horizontalis, de ramas extendidas.",Xiprer horitzontal,26,Ciprés horizontal
1615,Ulmus 'Dodoens',"This is a deciduous tree with an extensive conical crown. It is a horticultural hybrid of Ulmus glabra 'Exoniensis' and U. wallichiana, obtained around 1960 in the Netherlands. It blossoms in March and April, before the new leaves appear, with green flowers of little ornamental interest. The fruit, which ripen in May, also lack ornamental interest. Although it may have difficulty in adapting, it is planted in parks and gardens and as a street tree.",Elm 'Dodoens',"És un arbre caducifoli, de capçada amplament cònica. D'origen hortícola, híbrid entre Ulmus glabra 'Exoniensis' i U. wallichiana, obtingut cap al 1960 als Països Baixos. Les flors apareixen durant els mesos de març i abril, abans de brotar les fulles noves, i són de color verdós i amb poc interès ornamental; tampoc no en tenen els fruits, que maduren durant el mes de maig. Tot i que pot presentar dificultats d'adaptació, es planta en parcs i jardins i com a arbre viari.","Es un árbol caducifolio, de copa ampliamente cónica. De origen hortícola, híbrido entre Ulmus glabra 'Exoniensis' y U. wallichiana, obtenido hacia 1960 en los Países Bajos. Las flores aparecen durante los meses de marzo y abril, antes de que broten las hojas nuevas, y son de color verdoso y con poco interés ornamental; tampoco tienen los frutos, que maduran durante el mes de mayo. Aunque puede presentar dificultades de adaptación, se planta en parques y jardines y como árbol viario.",Om d'Holanda,27,Olmo híbrido holandés
636,Yucca gigantea,"This is a multi-trunked, tree-like plant. It is native to Mexico and Central America. It blossoms between July and September, with ivory-white or creamy-white flowers. It produces black berries. It is used in gardening and interior gardening. It is also used for garden hedges and in median strips.",Elephant yucca,"És una planta agaviforme arborescent. Originària de Mèxic i l'Amèrica central. Floreix entre els mesos de juliol i setembre, amb flors de color blanc ivori o cremós. Els fruits són baies de color negrós. S'utilitza en jardineria i en jardineria d'interior. També s'utilitza per fer tanques vives de jardí i en mitjanes.","Es una planta agaviforme arborescente. Originaria de México y Centroamérica. Florece entre los meses de julio y setiembre, con flores de color blanco marfil o cremoso. Los frutos son bayas de color negruzco. Se utiliza en jardinería y en jardinería de interior. También se utiliza para hacer setos vivos de jardín y en medianas.",Iuca peu d'elefant,28,Yuca pie de elefante
5286567,Rhaphiolepis indica,"An evergreen shrub with a rounded habit, native to Southern China. More or less elongated leaves, ranging from bronze-coloured to dark green. It blossoms from winter to late spring, with small, very attractive clusters of fragrant white star-shaped flowers tinged with pink. It bears fleshy violet-black drupes that ripen in late autumn. It is very resistant to cold and heat. It is used for making hedges, for its attractive winter foliage. Its fruit are also a food source for birds that spend the winter in Barcelona.",Indian hawthorn,"Arbust perennifoli, de port arrodonit, originari del sud de la Xina. Fulles més o menys allargades, amb tons que van del bronze fins al color verd fosc. Floreix des de l'hivern fins a finals de primavera, en ramellets de flors blanques amb tons rosats, perfumades, estrellades i molt vistoses. Els fruits són drupes carnoses, de color negre violaci, que maduren a finals de tardor. Espècie molt resistent al fred i a la calor. S'utilitza en la creació de tanques vegetals pel seu fullatge vistós durant l'hivern. A més, els seus fruits serveixen d'aliment als ocells que passen l'hivern a Barcelona.","Arbusto perennifolio, de porte redondeado, originario del sur de China. Hojas más o menos alargadas, con tonos que van del bronce hasta el color verde oscuro. Florece desde el invierno hasta finales de primavera, en ramilletes de flores blancas con tonos rosados, perfumadas, estrelladas y muy vistosas. Los frutos son drupas carnosas, de color negro violáceo, que maduran a finales de otoño. Especie muy resistente al frío y al calor. Se utiliza en la creación de setos vegetales por su follaje vistoso durante el invierno. Además, sus frutos sirven de alimento a los pájaros que pasan el invierno en Barcelona.",Rafiolepis de la Xina,29,Manzanillo
865,Acer pseudoplatanus 'Atropurpureum',"This is a deciduous tree with an ovoid crown. It is native to Europe. In the autumn, Its leaves turn an unspectacular yellow. It blossoms in the middle of spring, with small, greenish-yellow flowers. It produces brownish-green fruit, which start to ripen at the end of the summer. It is planted as a street tree and as a shade tree in parks. In some places, it is also used as a windbreak. Some cultivars have also been planted, including 'Atropurpureum', with leaves that are dark green on the upper surface and dark purple on the lower.",Sycamore maple,"És un arbre caducifoli, de capçada ovoidal. Originari d'Europa. A la tardor, les fulles es tornen d'un color groc no gaire espectacular. Floreix a mitjan primavera, amb flors petites, de color groc verdós. Els fruits, que comencen a madurar al final de l'estiu, són de color verd marronós. S'utilitza en jardineria com a arbre viari i com a arbre d'ombra en parcs. En alguns llocs també s'utilitza com a tallavent. També es planten algunes cultivars com l''Atropurpureum', amb fulles d'anvers de color verd fosc i revers de color porpra fosc.","Es un árbol caducifolio, de copa ovoidal. Originario de Europa. En otoño, las hojas se tornan de un color amarillo no muy espectacular. Florece a mediados de primavera, con flores pequeñas, de color amarillo verdoso. Los frutos, que empiezan a madurar a finales de verano, son de color verde amarronado. Se utiliza en jardinería como árbol viario y como árbol de sombra en parques. En algunos sitios también se utiliza como cortavientos. También se plantan algunos cultivares como el 'Atropurpureum', con hojas de anverso de color verde oscuro y reverso de color púrpura oscuro.",Auró sicamoro,30,Arce sicómoro
66,Phytolacca dioica,"This is a semi-evergreen tree, although it behaves like a deciduous tree in Barcelona, except in the mildest winters. It is native to southern South America and has an extensive round crown. It blossoms in June, with creamy-white flowers grouped in racemes. It produces light-brown fruit. It is used as a shade tree in parks or large gardens, but is also planted in avenues, boulevards and squares.",Phytolacca,"És un arbre semiperennifoli -encara que a Barcelona es comporta com a caducifoli, excepte els anys d'hiverns més suaus-, originari del sud de l'Amèrica del Sud, de capçada estesa arrodonida. Floreix al mes de juny, amb flors de color blanc crema agrupades en raïms. Els fruits són de color marró clar. S'utilitza en jardineria com arbre d'ombra, en parcs o grans jardins, però també en passeigs, avingudes i places.","Es un árbol semiperennifolio -aunque en Barcelona se comporta como caducifolio, excepto en los años de inviernos más suaves-, originario del sur de Suramérica, de copa extendida redondeada. Florece en junio, con flores de color blanco crema agrupadas en racimos. Los frutos son de color marrón claro. Se utiliza en jardinería como árbol de sombra, en parques o grandes jardines, pero también en paseos, avenidas y plazas.",Bellaombra,31,Ombú
2327,Ficus maclellandii 'Alii',"A small evergreen tree, native to the temperate regions of Asia. It has long, thin pendulous leaves that are very ornamental. It blossoms in spring, with small, inconspicuous flowers that may pass unnoticed. Its pale green fruit appear after the flowering. It is used as an ornamental in plant pots and interiors, and also in cities, for its tolerance to various environmental conditions.",Narrow-leaf fig,"Arbret perennifoli, originari de les regions temperades de l'Àsia. Les seves fulles són llargues, primes i pèndules, molt ornamentals. Floreix a la primavera, amb flors poc vistoses que poden passar desapercebudes. Després de la floració apareix el fruit, de color verd pàl·lid. S'utilitza com a planta ornamental en testos i espais interiors, i també en ciutats, per la seva resistència a condicions ambientals diverses.","Arbolillo perennifolio, originario de las regiones templadas de Asia. Sus hojas son largas, delgadas y péndulas, muy ornamentales. Florece en primavera, con flores poco vistosas que pueden pasar desapercibidas. Después de la floración aparece el fruto, de color verde pálido. Se utiliza como planta ornamental en tiestos y espacios interiores, y también en ciudades, por su resistencia a condiciones ambientales diversas.",Figuera de fulla estreta,32,Higuera de hojas estrechas
2605,Podocarpus macrophyllus,"An evergreen conifer with a tree-like habit, native to Eastern Asia. It can grow to a height of ten metres. It has bright and dark green, linear leaves. When the cones ripen, the scales become red or purple fleshy berries with the seed inside.",Yew plum pine,"Conífera perennifòlia i de port arbori, originària de l'est d'Àsia. Pot arribar a assolir fins els deu metres d'alçada. Les fulles són linears i de color verd viu i fosc. Quan els cons maduren, les escames es converteixen en baies carnoses, de color vermell o porpre, amb la llavor a l'inerior.","Conífera perennifolia y de porte arbóreo, originaria del este de Asia. Puede llegar a alcanzar los 10 metros de altura. Las hojas son lineales y de color verde vivo y oscuro. Cuando los conos maduran, las escamas se convierten en bayas carnosas, de color rojo o púrpura, con la semilla en el interior.",Podocarp del Japó,49,Podocarpo del Japón
2622,Punica granatum 'Legrelleae',"A deciduous shrub or tree, with an irregular habit, native to a region extending from South-east Europe to the Himalayas. It has glossy yellowish-green leaves that turn shades of orange in the autumn. It blossoms from late spring to mid-summer, with scarlet-red flowers. Its fruit are pomegranates. There are three cultivars in Barcelona: 'Legrelleae', with pink double flowers that have yellowish-white stripes; 'Nana', with scarlet flowers and smaller fruit; and 'Pleniflora', with red double flowers.",Pomegranate,"Arbre o arbust caducifoli, de port irregular, originari de la regió que abarca des del sud-est d'Europa fins l'Himàlaia. Les fulles són de color verd groguenc, brillant, que canvien a tons taronjosos a la tardor. Floreix des de finals de primavera fins a mitjans d'estiu, amb flors de color vermell escarlata. Els fruits són les magranes. A Barcelona trobem la cultivar 'Legrelleae', amb les flors dobles, de colors rosats i amb les vores de color blanc grogós; la cultivar 'Nana', amb les flors de color escarlata i els fruits més petits; i la cultivar 'Pleniflora', de flors dobles i color vermell.","Árbol o arbusto caducifolio, de porte irregular, originario de la región que abarca desde el sureste de Europa hasta el Himalaya. Las hojas son de color verde amarillento brillante, y cambian a tonos anaranjados en otoño. Florece desde finales de primavera hasta mediados de verano, con flores de color rojo escarlata. Los frutos son las granadas. En Barcelona encontramos el cultivar 'Legrelleae', con las flores dobles, de colores rosados y con los bordes de color blanco amarillento; el cultivar 'Nana', con las flores de color escarlata y los frutos más pequeños, y el cultivar 'Pleniflora', de flores dobles y color rojo.",Magraner,33,Granado
238,Quercus ilex,"This is an evergreen tree with an ovoid crown. It is native to the Mediterranean region. It blossoms in April and May, with tiny yellowish flowers. It produces dark-brown acorns that ripen in the autumn of the same year.  A very similar species is also grown, the short-leaved holm oak, Q. rotundifolia, often subordinated to the holm oak named Q. ilex subsp. ballota, found in areas with a more continental, arid climate than the holm oak, in the western part of the Mediterranean region; it is distinguished by its round crown, with shorter grey-green leaves and sweet, edible acorns. It is very commonly used as a shade tree in Barcelona, planted in squares, wide avenues, parks and embankments.",Holm oak,"Arbre perennifoli, de capçada ovoidal, originari de la regió mediterrània. Floreix entre els mesos d'abril i maig, amb flors molt petites i groguenques. Els fruits són glans de color marró fosc que maduren a la tardor del mateix any.  També se'n cultiva una espècie molt semblant, la carrasca o alzina de fulla curta, Q. rotundifolia, sovint subordinada a l'alzina de nom Q. ilex subsp. ballota, pròpia de zones de clima més continental i més àrid que l'alzina, de l'oest de la regió mediterrània, que es distingeix per la seva capçada arrodonida, amb fulles més curtes, de color verd grisenc, i unes glans dolces, comestibles. A Barcelona és un arbre molt utilitzat com a arbre d'ombra, plantat en places, passeigs amples, parcs i talussos.","Árbol perennifolio, de copa ovoidal, originario de la región mediterránea. Florece entre los meses de abril y mayo, con flores muy pequeñas y amarillentas. Los frutos son bellotas de color marrón oscuro que maduran en otoño del mismo año.  También se cultiva una especie muy parecida, la carrasca o encina de hoja corta, Q. rotundifolia, con frecuencia subordinada a la encina de nombre Q. ilex subsp. ballota, propia de zonas de clima más continental y más árido que la encina, del oeste de la región mediterránea, que se distingue por su copa redondeada, con hojas más cortas, de color verde grisáceo, y unas bellotas dulces, comestibles. En Barcelona es muy utilizado como árbol de sombra, plantado en plazas, paseos anchos, parques y taludes.",Alzina,34,Encina
2690,Sapindus mukorossi,"A deciduous tree with a rounded crown, native to the Himalayas. It has leaves that can grow up to half a metre long. It blossoms in the summer, with racemes of small greenish-white flowers. Its fruit appear between July and August, turning yellowish brown when they ripen in November and December. It is used as an ornamental tree and also as a biological control, as it repels certain insects, such as mosquitoes.",Indian Soapberry,"Arbre de fulla caduca i de capçada arrodonida, originari de l'Himàlaia. Presenta fulles que poden arribar al mig metre de llargada. Floreix durant l'estiu, amb flors petites de color blanc verdós, agrupades en raïms. El fruit apareix entre juliol i agost, i madura entre novembre i desembre, de color marró groguenc. S'utilitza com a planta ornamental i també com a control biològic, ja que actua com a repel·lent d'alguns insectes, com per exemple el mosquit.","Árbol de hoja caduca y de copa redondeada, originario del Himalaya. Presenta hojas que pueden llegar a 1,5 metros de longitud. Florece durante el verano, con flores pequeñas de color blanco verdoso agrupadas en racimos. El fruto aparece entre julio y agosto, y madura entre noviembre y diciembre; es de color marrón amarillento. Se utiliza como planta ornamental y también como control biológico, ya que actúa como repelente de algunos insectos, como por ejemplo el mosquito.",Arbre del sabó de la Xina,35,Jaboncillo de China
2698,Schinus areira,"This is an evergreen tree, native to the southern and western parts of South America. It has a round or extensive crown. The leaves have a strong smell. It blossoms between June and September, with yellow or creamy-white flowers. Its red or pink fruit are aromatic and start to ripen in August, remaining on the tree until December; they are edible, with a pepper-like flavour. Most of the S. molle trees planted in Barcelona belong to the variety S. molle var. areira (or S. areira). It is commonly used in Mediterranean gardening. Its fruit has been used as a substitute for pepper and an essential oil used in perfumery is extracted from its leaves and bark.",Pepper tree var. areira,"És un arbre perennifoli, originari del sud i l'oest de l'Amèrica del Sud, de capçada arrodonida o estesa. Les fulles fan una olor forta. Floreix entre els mesos de juny i setembre, amb flors groguenques o de color blanc cremós. Els fruits són aromàtics i de color vermellós o rosat; comencen a madurar a l'agost i romanen a l'arbre fins al desembre; són comestibles, amb un sabor que recorda el pebre. La major part d'arbres S. molle plantats a Barcelona pertanyen a la varietat S. molle var. areira (o S. areira). És un arbre molt usat en jardineria mediterrània. S'han usat els fruits com a succedani del pebre i, de les fulles i l'escorça, se n'extreu un oli essencial emprat en perfumeria.","Es un árbol perennifolio, originario del sur y el oeste de Suramérica, de copa redondeada o extendida. Las hojas desprenden un olor fuerte. Florece entre los meses de junio y setiembre, con flores amarillentas o de color blanco cremoso. Los frutos son aromáticos, de color rojizo o rosado, empiezan a madurar en agosto y permanecen en el árbol hasta diciembre; son comestibles, con un sabor que recuerda a la pimienta. La mayor parte de árboles S. molle plantados en Barcelona pertenecen a la variedad S. molle var. areira (o S. areira). Es un árbol muy usado en jardinería mediterránea. Se han usado sus frutos como sucedáneo de la pimienta, y de las hojas y la corteza se extrae un aceite esencial utilizado en perfumería.",Pebrer bord comú,36,Molle de Bolivia
2708,Senna spectabilis,"An evergreen shrub, native to Central and South America. It has long, slender leaves which are covered in a fine layer of hairs when young. It blossoms in summer, with racemes of bright yellow flowers. It bears elongated seedpods that are up to thirty centimetres long.",Spectacular cassia,"Arbust perennifoli, originari d'Amèrica Central i del Sud. Les fulles són primes i llargues, cobertes d'una fina capa de pèls quan són joves. Floreix a l'estiu, amb raïms de flors de color groc brillant. Els fruits són beines allargades, de fins a trenta centímetres de llarg.","Arbusto perennifolio, originario de Centroamérica y Suramérica. Las hojas son delgadas y largas, cubiertas de una fina capa de pelos cuando son jóvenes. Florece en verano, con racimos de flores de color amarillo brillante. Los frutos son vainas alargadas, de hasta 30 centímetros de largo.",Càssia noble,37,Carnaval
5287151,Copernicia alba,,,,,Caranday,38,Caranday
864,Acer pseudoplatanus,"This is a deciduous tree with an ovoid crown. It is native to Europe. In the autumn, Its leaves turn an unspectacular yellow. It blossoms in the middle of spring, with small, greenish-yellow flowers. It produces brownish-green fruit, which start to ripen at the end of the summer. It is planted as a street tree and as a shade tree in parks. In some places, it is also used as a windbreak. Some cultivars have also been planted, including 'Atropurpureum', with leaves that are dark green on the upper surface and dark purple on the lower.",Sycamore,"És un arbre caducifoli, de capçada ovoidal. Originari d'Europa. A la tardor, les fulles es tornen d'un color groc no gaire espectacular. Floreix a mitjan primavera, amb flors petites, de color groc verdós. Els fruits, que comencen a madurar al final de l'estiu, són de color verd marronós. S'utilitza en jardineria com a arbre viari i com a arbre d'ombra en parcs. En alguns llocs també s'utilitza com a tallavent. També es planten algunes cultivars com l''Atropurpureum', amb fulles d'anvers de color verd fosc i revers de color porpra fosc.","Es un árbol caducifolio, de copa ovoidal. Originario de Europa. En otoño, las hojas se tornan de un color amarillo no muy espectacular. Florece a mediados de primavera, con flores pequeñas, de color amarillo verdoso. Los frutos, que empiezan a madurar a finales de verano, son de color verde amarronado. Se utiliza en jardinería como árbol viario y como árbol de sombra en parques. En algunos sitios también se utiliza como cortavientos. También se plantan algunos cultivares como el 'Atropurpureum', con hojas de anverso de color verde oscuro y reverso de color púrpura oscuro.",Plàtan fals,39,"Falso plátano,  arce blanco"
107,Pinus pinaster,"This is an evergreen conifer with a conical crown. It is native to South and South Eastern Europe and North Western Africa. It blossoms from April to May, with small yellowish-brown male flowers and small female flowers forming green cones. It produces glossy light-brown pine cones that ripen in the autumn of the second year. Although it has difficulty in adapting, it is planted in parks and gardens and as a street tree in Barcelona.",Maritime pine,"És una conífera perennifòlia, de capçada cònica. Originària del sud i el sud-est d'Europa i del nord-oest d'Àfrica. Floreix entre els mesos d'abril i maig, amb flors petites, les masculines de color marró groguenc i les femenines formant cons verds. Els fruits són pinyes de color marró clar brillant que maduren a la tardor del segon any. Tot i la seva dificultat d'adaptació, es planta a Barcelona en parcs i jardins i com a arbre viari.","Es una conífera perennifolia, de copa cónica. Originaria del sur y el sureste de Europa y del noroeste de África. Florece entre los meses de abril y mayo, con flores pequeñas; las masculinas, de color marrón amarillento, y las femeninas, formando conos verdes. Los frutos son piñas de color marrón claro brillante que maduran en otoño del segundo año. A pesar de su dificultad de adaptación, se planta en Barcelona en parques y jardines y como árbol viario.",Pinastre,40,Pino rodeno
2192,Chamaedorea elegans,"A small evergreen palm tree, native to the region extending from Mexico to Guatemala. It blossoms from autumn to summer, with tiny yellow flowers grouped in flower spikes. It produces black fruit that appear in the autumn. It is used as an ornamental indoor and outdoor plant. It is one of the few palm trees that can grow without direct sunlight.",Dwarf mountain palm,"Palmera arbustiva, perennifòlia, originària de la regió que va de Mèxic fins a Guatemala. Floreix des de la tardor fins a l'estiu, amb flors grogues diminutes, agrupades en espigues. El fruit és de color negre i surt a la tardor. S'utilitza com a planta ornamental, tant a l'exterior com a l'interior. És de les poques palmeres que pot créixer bé sense llum directa.","Palmera arbustiva, perennifolia, originaria de la región que se extiende de México a Guatemala. Florece desde otoño hasta verano, con diminutas flores amarillas, agrupadas en espigas. El fruto es de color negro y sale en otoño. Se utiliza como planta ornamental, tanto en el exterior como en el interior. Es de las pocas palmeras que puede crecer bien sin luz directa.",Palmera de saló,41,Palmera de salón
2292,Erythrina lysistemon,"A deciduous tree with a more or less rounded crown, native to Africa. It blossoms in spring, before its new leaves sprout, with scarlet-red tubular flowers. Its fruit are pseudo-woody legumes, which open while still on the tree, exposing scarlet-red seeds that have a black stripe. It is planted as an ornamental tree. It is a species of interest for its associated fauna, as its flowers attract pollinators, its fruit attract birds and it also provides a habitat for various species.",Common coral tree,"Arbre caducifoli, de capçada més o menys arrodonida, originari de l'Àfrica. Floreix a la primavera, abans que surtin les fulles, amb flors de color vermell escarlata, de forma tubular. El fruit és un llegum quasi llenyós, que s'obre quan encara és a l'arbre, amb llavors de color vermell escarlata i amb un fil negre. Es planta com a arbre ornamental. És una espècie interessant per la fauna ja que la seva floració atrau pol·linitzadors, els seus fruits atrauen ocells i, a més, ofereix hàbitat per diverses espècies.","Árbol caducifolio, de copa más o menos redondeada, originario de África. Florece en primavera, antes de que broten las hojas, con flores de color rojo escarlata, de forma tubular. El fruto es una legumbre casi leñosa, que se abre cuando todavía está en el árbol, con semillas de color rojo escarlata y con un hilo negro. Se planta como árbol ornamental. Es una especie interesante para la fauna, ya que su floración atrae polinizadores, sus frutos atraen pájaros y, además, ofrece hábitat para diversas especies.",Arbre del coral de Transvaal,42,Árbol del coral de Transvaal
2336,Fraxinus angustifolia 'Raywood',"This is a deciduous tree with an ovoid crown. It is native to Southern Europe, Western Asia and North Africa. It blossoms in February and March, with brownish-green flowers that are of no ornamental interest. It bears brownish-green samaras that ripen at the end of the summer. In Barcelona, it is planted as a street tree in squares and avenues, and as a shade tree in parks. The 'Raywood' cultivar, obtained in Australia, is also found. It differs in the autumn colouring of its leaves, which are purple, and because it does not bear fruit.",Narrow-leaved ash,"Arbre caducifoli, de capçada ovoidal, originari del sud d'Europa, l'oest d'Àsia i el nord d'Àfrica. Floreix del febrer al març, amb flors de color verd marronós, sense interès ornamental. Els fruits són sàmares de color verd marronós que maduren al final de l'estiu. A Barcelona s'utilitza com a arbre viari en carrers i passeigs, i com a arbre d'ombra en parcs. Hi ha també la cultivar 'Raywood', obtinguda a Austràlia, que es diferencia per la coloració tardorenca del seu fullatge, de color porpra, i per no fer fruits.","Árbol caducifolio, de copa ovoidal, originario del sur de Europa, el oeste de Asia y el norte de África. Florece de febrero a marzo, con flores de color verde amarronado, sin interés ornamental. Los frutos son sámaras de color verde amarronado que maduran al final del verano. En Barcelona se utiliza como árbol viario en calles y paseos, y como árbol de sombra en parques. Existe también el cultivar 'Raywood', obtenido en Australia, que se diferencia por la coloración otoñal de su follaje, de color púrpura, y por no dar frutos.",Freixe de fulla petita,43,"Fresno de hoja estrecha,  fresno de la tierra"
1621,Fraxinus berlandieriana,"A deciduous tree with a round crown, native to Southeast of the United States and the North of Mexico. It blossoms in the spring, with tiny purple flowers. It bears brownish-green samaras that ripen at the end of the summer or the beginning of autumn. In Barcelona, it is planted in squares and parks. It is of interest as a shade tree for his abundant crown. It is of interest as an ornamental tree, for his yellow leaves in autumn. The fruits are a food source for some birds.",Red ash,"Espècie caducifòlia, de capçada arrodonida, originària del sud-est dels Estats Units i el nord de Mèxic. Floreix a la primavera, les seves flors són diminutes i de color porpra. Els fruits són sàmares de color verd marronós, que maduren a finals d'estiu o a començament de tardor. A Barcelona s'utilitza sobretot en places i parcs. Té interès com a arbre d'ombra, pel seu port i la seva abundant capçada; també com a arbre ornamental, sobretot pel color groc del seu fullatge a la tardor. A més, els seus fruits serveixen d'aliment per a diferents espècies d'ocells.","Especie caducifolia, de copa redondeada, originaria del sudeste de los Estados Unidos y el norte de México. Florece en primavera, sus flores son diminutas y de color púrpura. Los frutos son sámaras de color verde amarronado, que maduran a finales de verano o comienzo de otoño. En Barcelona se utiliza sobre todo en plazas y parques. Tiene interés como árbol de sombra, por su porte y su abundante copa; también como árbol ornamental, sobretodo por el color amarillo de su follaje en otoño. Además, sus frutos sirven de alimento para diferentes especies de aves.",Freixe de Pennsilvània,44,Fresno de Pensilvania
199,Prunus spinosa,"A deciduous shrub or subshrub native to Europe and Western Asia. It blossoms abundantly throughout April, before its new leaves appear, with white flowers. It bears blue-black globular fruit, and while they are edible, they have an astringent taste. Its flowers attract pollinators, it is a food plant for the southern swallowtail butterfly (Iphiclides feisthamelii) and its fruit is also a food source for birds.",Blackthorn,"Mata o arbust caducifoli, originari d'Europa i l'oest d'Àsia. Floreix de manera abundant al llarg del mes d'abril, abans que surtin les fulles, amb les flors de color blanc. El fruit és globós, de color negre blavós i, tot i que és comestible, té un gust astringent. La seva floració atrau pol·linitzadors, és planta nutrícia de la papallona reina zebrada (Iphiclides feisthamelii) i, a més, els fruits serveixen d'aliment per als ocells.","Mata o arbusto caducifolio, originario de Europa y el oeste de Asia. Florece de manera abundante a lo largo del mes de abril, antes de que broten las hojas, con las flores de color blanco. El fruto es globoso, de color negro azulado y, aunque es comestible, tiene un sabor astringente. Su floración atrae polinizadores; es planta nutricia de la mariposa podalirio ibérica (Iphiclides feisthamelii) y, además, los frutos sirven de alimento a los pájaros.",Aranyoner,45,Endrino
2621,Pterocarya × rehderiana,"A deciduous tree with an irregular, highly branched crown, a hybrid of Pterocarya fraxinifolia and Pterocarya stenoptera, native to Japan and Eastern China. It has dark-green, lobate leaves. It blossoms from March to June, with inconspicuous green flowers. Its fruit appear in the summer, in the form of winged seeds that turn from green to brown as they ripen. It is used as an ornamental tree in parks and gardens and as a shade tree, for its luxuriant foliage.",Wingnut,"Arbre caducifoli, de capçada irregular i molt ramificada, híbrid entre Pterocarya fraxinifolia i Pterocarya stenoptera, i originari del Japó i l'est de la Xina. Les fulles són lobulades i de color verd fosc. Floreix de maig a juny, amb flors de color verd, poc vistoses. Els fruits surten a l'estiu i consisteixen en la pròpia llavor alada, de color verd primer i marronós en madurar. S'utilitza com a arbre ornamental en parcs i jardins i com a arbre d'ombra, per la frondositat del seu fullatge.","Árbol caducifolio, de copa irregular y muy ramificada, híbrido entre Pterocarya fraxinifolia y P. stenoptera, y originario de Japón y el este de China. Las hojas son lobuladas y de color verde oscuro. Florece de mayo a junio, con flores de color verde, poco vistosas. Los frutos salen en verano y consisten en la propia semilla alada, de color verde, primero, y amarronado al madurar. Se utiliza como árbol ornamental en parques y jardines y como árbol de sombra, por la frondosidad de su follaje.",Noguera alada de Rehder,46,Nogal alado de Rehder
2666,Sabal mexicana,"An arborescent evergreen palm tree, native to the southern United States, coastal regions of Mexico, Honduras, El Salvador and Nicaragua. It has large, deep-green palmate leaves with long, spiny petioles. It produces short fragrant racemes of small, white bell-shaped flowers. It bears globular drupes that are dark brown, almost black.",Texas palm,"Palmera arborescent i perennifòlia, originària del sud dels Estats Units d'Amèrica, zones costaneres de Mèxic, Honduras, El Salvador i Nicaragua. Presenta fulles palmades de gran mida, amb pecíols llargs i amb espines, de color verd intens. Les flors són acampanades i petites, de color blanc i agrupades en raïms de curts, aromàtiques. Els fruit són drupes globoses, de color marró fosc quasi negre.","Palmera arborescente y perennifolia, originaria del sur de los Estados Unidos de América, zonas costeras de México, Honduras, El Salvador y Nicaragua. Presenta hojas palmadas de gran tamaño, con peciolos largos y con espinas, de color verde intenso. Las flores son acampanadas y pequeñas, de color blanco, agrupadas en racimos cortos y aromáticas. Los frutos son drupas globosas de color marrón oscuro casi negro.",Sabal de Mèxic,47,Palma de mícharos
